,model,config,parameters,neg_mean_squared_error,neg_root_mean_squared_error,r2,explained_variance
260,DummyRegressor(),dim_30_budget_5000_conf_2,{'strategy': 'mean'},-1232366.6778273457,-1071.65745777211,-0.013890280146452171,6.661338147750939e-17
261,RandomForestRegressor(),dim_30_budget_5000_conf_2,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-562487.5663602585,-701.8143716241177,0.5797972250938346,0.5984347768120823
262,DummyRegressor(),dim_30_budget_5000_conf_270,{'strategy': 'mean'},-1054039.5503318787,-1020.7434269770132,-0.001220987903794457,-8.881784197001253e-17
263,RandomForestRegressor(),dim_30_budget_5000_conf_270,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-328476.0188051692,-565.7115388959022,0.6827015231285946,0.6846799693966196
264,DummyRegressor(),dim_30_budget_5000_conf_271,{'strategy': 'mean'},-2049434.2670377337,-1409.934181295933,-0.004415904423324246,-6.661338147750939e-17
265,RandomForestRegressor(),dim_30_budget_5000_conf_271,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-682922.2600727687,-788.3352721766512,0.6838037807582105,0.6870003093318086
266,DummyRegressor(),dim_30_budget_5000_conf_272,{'strategy': 'mean'},-1036290.8038322959,-1015.6661510296414,-0.000624384830878455,-4.4408920985006264e-17
267,RandomForestRegressor(),dim_30_budget_5000_conf_272,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-298179.0941127872,-541.0150672865474,0.7023464858312009,0.7029236793535453
268,DummyRegressor(),dim_30_budget_5000_conf_4,{'strategy': 'mean'},-1205113.1569039016,-1093.155769805372,-0.0010117679177923833,6.661338147750939e-17
269,RandomForestRegressor(),dim_30_budget_5000_conf_4,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-381950.35044810263,-616.8562735639382,0.6700464043856698,0.6705148691687697
270,DummyRegressor(),dim_30_budget_5000_conf_5,{'strategy': 'mean'},-2008823.692769374,-1407.4754191338893,-0.002659515346657937,0.0
271,RandomForestRegressor(),dim_30_budget_5000_conf_5,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-653859.8271458942,-804.9154873313594,0.6495410570147134,0.6510674930791619
272,DummyRegressor(),dim_30_budget_5000_conf_540,{'strategy': 'mean'},-1241019.3883328186,-1109.6300165091,-0.0008554746275421188,2.2204460492503132e-17
273,RandomForestRegressor(),dim_30_budget_5000_conf_540,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-406449.3039627412,-617.2790340918734,0.676189465564879,0.6778352968605299
274,DummyRegressor(),dim_30_budget_5000_conf_541,{'strategy': 'mean'},-1385136.3426382977,-1169.9708746998915,-0.0017551739892460727,0.0
275,RandomForestRegressor(),dim_30_budget_5000_conf_541,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-434344.70538096764,-652.7887036968315,0.6779660395876665,0.6787209068312225
276,DummyRegressor(),dim_30_budget_5000_conf_542,{'strategy': 'mean'},-1180652.9189179847,-1071.014336152152,-0.003530498075065669,4.4408920985006264e-17
277,RandomForestRegressor(),dim_30_budget_5000_conf_542,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-355607.05167496996,-586.5799718519571,0.6940585788021847,0.6946543295831871
278,DummyRegressor(),dim_30_budget_5000_conf_543,{'strategy': 'mean'},-1193202.1037206254,-1084.945331782316,-0.00274710806830325,-2.2204460492503132e-17
279,RandomForestRegressor(),dim_30_budget_5000_conf_543,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-448667.9962517588,-656.7537515021406,0.6258553106246293,0.6310942354973041
280,DummyRegressor(),dim_30_budget_5000_conf_544,{'strategy': 'mean'},-1122055.5383677376,-1057.3893759768564,-0.0005435523409223376,-8.881784197001253e-17
281,RandomForestRegressor(),dim_30_budget_5000_conf_544,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-344037.4114060237,-575.0093255577569,0.6976789569140242,0.6986665429225047
282,DummyRegressor(),dim_30_budget_5000_conf_6,{'strategy': 'mean'},-1489140.535960919,-1215.7514816018333,-0.0013002350412356645,4.4408920985006264e-17
283,RandomForestRegressor(),dim_30_budget_5000_conf_6,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-504328.7867093431,-696.3601396965555,0.6656015221039716,0.6669464871360787
284,DummyRegressor(),dim_30_budget_5000_conf_7,{'strategy': 'mean'},-2038064.680415254,-1427.2577449709584,-9.28777157473526e-05,-8.881784197001253e-17
285,RandomForestRegressor(),dim_30_budget_5000_conf_7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-661776.55873876,-802.7533991370785,0.6741647814063677,0.6751963961692871
286,DummyRegressor(),dim_30_budget_5000_conf_8,{'strategy': 'mean'},-1047104.8518797599,-1016.4196229796287,-0.002261663752262111,4.4408920985006264e-17
287,RandomForestRegressor(),dim_30_budget_5000_conf_8,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-421044.6566673233,-644.0246429507611,0.5722230478041609,0.5743195880509218
288,DummyRegressor(),dim_30_budget_5000_conf_810,{'strategy': 'mean'},-4805535.283763069,-2187.6208900940123,-0.0004459808366076512,-6.661338147750939e-17
289,RandomForestRegressor(),dim_30_budget_5000_conf_810,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1510075.8244627395,-1182.432931590189,0.6933106486591808,0.6937948310364194
290,DummyRegressor(),dim_30_budget_5000_conf_811,{'strategy': 'mean'},-1101124.7503757363,-1040.1574737009948,-0.0020738990899652255,4.4408920985006264e-17
291,RandomForestRegressor(),dim_30_budget_5000_conf_811,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-340050.48153134045,-574.150825765166,0.6851934471331577,0.686788882384333
292,DummyRegressor(),dim_30_budget_5000_conf_812,{'strategy': 'mean'},-5107478.61668122,-2250.590165986221,-0.0011835004365343238,0.0
293,RandomForestRegressor(),dim_30_budget_5000_conf_812,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1462247.6245494909,-1167.7954579030456,0.7229248706204736,0.724867853480401
294,DummyRegressor(),dim_30_budget_5000_conf_813,{'strategy': 'mean'},-1260530.2075014426,-1108.1738134889936,-0.0029116404956976982,0.0
295,RandomForestRegressor(),dim_30_budget_5000_conf_813,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-413782.5099728937,-627.6579058764304,0.6569000569634387,0.6581171308069369
296,DummyRegressor(),dim_30_budget_5000_conf_814,{'strategy': 'mean'},-5791995.364494896,-2379.5155068507383,-0.0027137748406345086,-4.4408920985006264e-17
297,RandomForestRegressor(),dim_30_budget_5000_conf_814,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-1948048.8703917738,-1347.6654438691894,0.6747167006554099,0.6763676337895813
298,DummyRegressor(),dim_30_budget_5000_conf_815,{'strategy': 'mean'},-1269741.049834079,-1121.709957245289,-0.0010262082136458961,0.0
299,RandomForestRegressor(),dim_30_budget_5000_conf_815,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-402068.92088467244,-626.8303391034476,0.6789535205431896,0.6805376225794131
300,DummyRegressor(),dim_30_budget_5000_conf_816,{'strategy': 'mean'},-5711472.728800995,-2350.7516092708765,-0.004384046288631494,1.3322676295501878e-16
301,RandomForestRegressor(),dim_30_budget_5000_conf_816,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-1974195.17756411,-1317.2254178489245,0.6826348951040802,0.6872694252424735
302,DummyRegressor(),dim_30_budget_5000_conf_817,{'strategy': 'mean'},-1075203.348564073,-1029.1444687024755,-0.001589959617719705,-2.2204460492503132e-17
303,RandomForestRegressor(),dim_30_budget_5000_conf_817,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-363736.62039103766,-593.6824413543862,0.6550718062934358,0.6561579640008027
304,DummyRegressor(),dim_30_budget_5000_conf_818,{'strategy': 'mean'},-4619821.196012524,-2143.06140123228,-0.0004818328512181669,8.881784197001253e-17
305,RandomForestRegressor(),dim_30_budget_5000_conf_818,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-1388331.2882737448,-1136.8540345438607,0.7072483415893727,0.7077398067240362
306,DummyRegressor(),dim_30_budget_5000_conf_9,{'strategy': 'mean'},-2010201.0830516308,-1401.5050218001202,-0.0032164833103084157,0.0
307,RandomForestRegressor(),dim_30_budget_5000_conf_9,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-710685.5416082349,-804.7588307127369,0.6651155274344738,0.6719780947388956
308,DummyRegressor(),dim_30_budget_500_conf_0,{'strategy': 'mean'},-2430569683784.909,-1478591.589752741,-0.01283607447883175,-8.881784197001253e-17
309,RandomForestRegressor(),dim_30_budget_500_conf_0,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-479916157212.71906,-612661.8953891501,0.7465424845985091,0.7527339190319268
310,DummyRegressor(),dim_30_budget_500_conf_1,{'strategy': 'mean'},-5523059645055.381,-2287647.1911556073,-0.0035747442892133828,-8.881784197001253e-17
311,RandomForestRegressor(),dim_30_budget_500_conf_1,"{'criterion': 'absolute_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-941411508594.5566,-720530.5640327261,0.8767224487045364,0.8834181091778213
312,DummyRegressor(),dim_30_budget_500_conf_10,{'strategy': 'mean'},-2568485145772.0327,-1544031.5511055733,-0.005220364070609928,8.881784197001253e-17
313,RandomForestRegressor(),dim_30_budget_500_conf_10,"{'criterion': 'absolute_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-380803871277.98364,-524861.0463277664,0.8829940366066147,0.884682201460486
314,DummyRegressor(),dim_30_budget_500_conf_1080,{'strategy': 'mean'},-2451143248740.5483,-1474837.2779115234,-0.009751122966177483,-4.4408920985006264e-17
315,RandomForestRegressor(),dim_30_budget_500_conf_1080,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-472963579958.90985,-566588.7257071505,0.8594087710039731,0.8630171667094041
316,DummyRegressor(),dim_30_budget_500_conf_1081,{'strategy': 'mean'},-900496190078.4285,-915304.6006115761,-0.00599019093961588,-6.661338147750939e-17
317,RandomForestRegressor(),dim_30_budget_500_conf_1081,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-147464027640.27356,-344626.87169753,0.8642586045995749,0.8670364743596114
318,DummyRegressor(),dim_30_budget_500_conf_1350,{'strategy': 'mean'},-3873797814943.5405,-1893748.0984732602,-0.005101551982421038,-4.4408920985006264e-17
319,RandomForestRegressor(),dim_30_budget_500_conf_1350,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-593211206582.0599,-636932.2668184217,0.8869276495556448,0.8884182246221567
320,DummyRegressor(),dim_30_budget_500_conf_2,{'strategy': 'mean'},-2263595530591.286,-1436396.365005918,-0.006784978029041389,-8.881784197001253e-17
321,RandomForestRegressor(),dim_30_budget_500_conf_2,"{'criterion': 'absolute_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-403329708344.51825,-544258.5590545475,0.8652190479624583,0.8684852751306866
322,DummyRegressor(),dim_30_budget_500_conf_270,{'strategy': 'mean'},-2032474787740.6895,-1384689.664162464,-0.004308947589913714,-8.881784197001253e-17
323,RandomForestRegressor(),dim_30_budget_500_conf_270,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-290227718115.73004,-468666.6410838413,0.8802153620506825,0.8818501126593489
324,DummyRegressor(),dim_30_budget_500_conf_272,{'strategy': 'mean'},-2951734298321.2236,-1576623.107343987,-0.014919319296150091,-1.1102230246251565e-16
325,RandomForestRegressor(),dim_30_budget_500_conf_272,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-822447766407.8848,-742534.2970980968,0.8011379695001437,0.807747453661315
326,DummyRegressor(),dim_30_budget_500_conf_5,{'strategy': 'mean'},-15320967996110.844,-3785326.2398969615,-0.006640201587822326,2.2204460492503132e-17
327,RandomForestRegressor(),dim_30_budget_500_conf_5,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 1000, 'random_state': 42}",-2602661771579.785,-1392608.2097933483,0.8375811908503188,0.8436765396684234
328,DummyRegressor(),dim_30_budget_500_conf_544,{'strategy': 'mean'},-2162637665375.9583,-1383374.327196566,-0.009986560997068938,-4.4408920985006264e-17
329,RandomForestRegressor(),dim_30_budget_500_conf_544,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-474740716195.3959,-548562.7678670703,0.8427250902712695,0.8455979236486766
330,DummyRegressor(),dim_30_budget_500_conf_6,{'strategy': 'mean'},-2570033203171.5303,-1518144.6830263983,-0.009353988066386432,0.0
331,RandomForestRegressor(),dim_30_budget_500_conf_6,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-469133156604.8234,-598951.8254069648,0.8439042138734612,0.8475703262607789
332,DummyRegressor(),dim_30_budget_500_conf_8,{'strategy': 'mean'},-2352098098418.8174,-1480034.7951969586,-0.008522679350410378,8.881784197001253e-17
333,RandomForestRegressor(),dim_30_budget_500_conf_8,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-391964592796.35236,-577072.8161178112,0.8312787480651244,0.8360471135814491
334,DummyRegressor(),dim_30_budget_500_conf_814,{'strategy': 'mean'},-4755711742237.174,-2080911.3680125487,-0.010654138289885883,-4.4408920985006264e-17
335,RandomForestRegressor(),dim_30_budget_500_conf_814,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-826357923698.9528,-819576.9026997095,0.8161042732619445,0.8204894313592834
336,DummyRegressor(),dim_30_budget_500_conf_816,{'strategy': 'mean'},-6934023833583.892,-2485660.213646335,-0.015463916862429272,8.881784197001253e-17
337,RandomForestRegressor(),dim_30_budget_500_conf_816,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1523142290372.9312,-1082300.8529482286,0.764268485774744,0.7718856724828598
338,DummyRegressor(),dim_30_budget_500_conf_9,{'strategy': 'mean'},-14760065797825.729,-3719665.9369225735,-0.0069669791429773035,0.0
339,RandomForestRegressor(),dim_30_budget_500_conf_9,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1969365259521.3079,-1178898.9699741153,0.8709224901296917,0.8734221020919876
340,DummyRegressor(),dim_5_budget_10000_conf_0,{'strategy': 'mean'},-54.39795290274166,-7.242484279314614,-0.020855073139751566,-2.2204460492503132e-17
341,RandomForestRegressor(),dim_5_budget_10000_conf_0,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-22.065921355989097,-4.538151614493694,0.5922114934576783,0.6214636136436175
342,DummyRegressor(),dim_5_budget_10000_conf_1,{'strategy': 'mean'},-30.863761047447916,-5.503228824921476,-0.012858044108075095,4.4408920985006264e-17
343,RandomForestRegressor(),dim_5_budget_10000_conf_1,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.121259340738732,-3.095268730112728,0.6740595556976061,0.6913250495389203
344,DummyRegressor(),dim_5_budget_10000_conf_10,{'strategy': 'mean'},-24.508560040129574,-4.923559536512113,-0.004401437376406791,6.661338147750939e-17
345,RandomForestRegressor(),dim_5_budget_10000_conf_10,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.692589095128506,-3.211813049350045,0.5483315991690387,0.5641559783047869
346,DummyRegressor(),dim_5_budget_10000_conf_1080,{'strategy': 'mean'},-4.441185570478022,-2.075731900418874,-0.008799717570823118,-6.661338147750939e-17
347,RandomForestRegressor(),dim_5_budget_10000_conf_1080,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-2.1839557224999,-1.4361345286677192,0.48807366491374127,0.5070144850051146
348,DummyRegressor(),dim_5_budget_10000_conf_1081,{'strategy': 'mean'},-21.707793734631487,-4.642319687424482,-0.005376355020012724,-8.881784197001253e-17
349,RandomForestRegressor(),dim_5_budget_10000_conf_1081,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-9.22320944556032,-2.973968203170768,0.5758945521838312,0.5842263750852583
350,DummyRegressor(),dim_5_budget_10000_conf_11,{'strategy': 'mean'},-26.285552575637325,-5.037469799584452,-0.011231537447543705,6.661338147750939e-17
351,RandomForestRegressor(),dim_5_budget_10000_conf_11,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.032723338549214,-2.9315920723851594,0.6191323710814298,0.6363276928726844
352,DummyRegressor(),dim_5_budget_10000_conf_12,{'strategy': 'mean'},-23.737487858558893,-4.8457204448225655,-0.0061404802162889904,8.881784197001253e-17
353,RandomForestRegressor(),dim_5_budget_10000_conf_12,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.264451363750444,-3.0239231433733202,0.568714944163752,0.5840993445265585
354,DummyRegressor(),dim_5_budget_10000_conf_13,{'strategy': 'mean'},-22.798548688774567,-4.739769931230711,-0.003272514952322725,1.1102230246251565e-16
355,RandomForestRegressor(),dim_5_budget_10000_conf_13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-7.203348559808812,-2.657837990226861,0.6626402344465511,0.6690241508129179
356,DummyRegressor(),dim_5_budget_10000_conf_1350,{'strategy': 'mean'},-9.80751497195519,-3.082647347027112,-0.012415813482079985,6.661338147750939e-17
357,RandomForestRegressor(),dim_5_budget_10000_conf_1350,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-5.055015340807637,-2.184998161746738,0.4373939816251114,0.4608194333094433
358,DummyRegressor(),dim_5_budget_10000_conf_14,{'strategy': 'mean'},-25.072935077732517,-4.977658102654956,-0.0018042102140198412,8.881784197001253e-17
359,RandomForestRegressor(),dim_5_budget_10000_conf_14,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.861511481141445,-2.9600558264503123,0.624607000598248,0.6345067486255092
360,DummyRegressor(),dim_5_budget_10000_conf_15,{'strategy': 'mean'},-23.401244133642003,-4.789387749595249,-0.014745830584348774,0.0
361,RandomForestRegressor(),dim_5_budget_10000_conf_15,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-7.199974053699238,-2.6632273715100943,0.649038065468085,0.6679161700122253
362,DummyRegressor(),dim_5_budget_10000_conf_16,{'strategy': 'mean'},-21.54802767748025,-4.622145502395421,-0.0028052374770354493,6.661338147750939e-17
363,RandomForestRegressor(),dim_5_budget_10000_conf_16,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-8.488001331482408,-2.8762699375066765,0.5905359928079336,0.5996861237546959
364,DummyRegressor(),dim_5_budget_10000_conf_17,{'strategy': 'mean'},-25.69645355378292,-5.050756572573185,-0.0065108352355333745,2.2204460492503132e-17
365,RandomForestRegressor(),dim_5_budget_10000_conf_17,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.977723673500488,-2.95981335809962,0.6264158825845423,0.6348334059107571
366,DummyRegressor(),dim_5_budget_10000_conf_18,{'strategy': 'mean'},-22.045300951914694,-4.662784215103704,-0.004553648876016503,4.4408920985006264e-17
367,RandomForestRegressor(),dim_5_budget_10000_conf_18,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.725817482718105,-2.9301178107803474,0.5739463367471538,0.5859710434438001
368,DummyRegressor(),dim_5_budget_10000_conf_19,{'strategy': 'mean'},-25.757954113758494,-5.022659632022895,-0.01624713146404324,0.0
369,RandomForestRegressor(),dim_5_budget_10000_conf_19,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-9.269066267778285,-3.026760147394874,0.6104412763324495,0.6318472337357949
370,DummyRegressor(),dim_5_budget_10000_conf_2,{'strategy': 'mean'},-44.933810603564396,-6.627041957658646,-0.01693108994350596,-1.1102230246251565e-16
371,RandomForestRegressor(),dim_5_budget_10000_conf_2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-16.104490805576127,-3.9197855338931418,0.6470137784859931,0.668341966188934
372,DummyRegressor(),dim_5_budget_10000_conf_270,{'strategy': 'mean'},-36.703282057180836,-6.01154310979341,-0.008926538193338728,-4.4408920985006264e-17
373,RandomForestRegressor(),dim_5_budget_10000_conf_270,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-16.111128489493698,-3.9535874793858725,0.5520515876328058,0.5697287938435838
374,DummyRegressor(),dim_5_budget_10000_conf_271,{'strategy': 'mean'},-29.883697360556575,-5.411642977334763,-0.017854127679094355,6.661338147750939e-17
375,RandomForestRegressor(),dim_5_budget_10000_conf_271,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.635145754957819,-3.0869880601688555,0.6395304634629102,0.6641874479094232
376,DummyRegressor(),dim_5_budget_10000_conf_272,{'strategy': 'mean'},-41.27959556274502,-6.340958944668895,-0.009058878946948434,-2.2204460492503132e-17
377,RandomForestRegressor(),dim_5_budget_10000_conf_272,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-14.82568374517541,-3.8083796798716874,0.5953447547944347,0.6109133459454327
378,DummyRegressor(),dim_5_budget_10000_conf_3,{'strategy': 'mean'},-31.57211428333239,-5.5983046411534065,-0.007730819107809683,4.4408920985006264e-17
379,RandomForestRegressor(),dim_5_budget_10000_conf_3,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.848068963668492,-2.937858667114459,0.7075617906961099,0.7186025960417183
380,DummyRegressor(),dim_5_budget_10000_conf_4,{'strategy': 'mean'},-47.962246009645604,-6.818437016752062,-0.018418521807741194,0.0
381,RandomForestRegressor(),dim_5_budget_10000_conf_4,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-17.140911281439106,-4.01874659563091,0.639848274067351,0.6612979433041619
382,DummyRegressor(),dim_5_budget_10000_conf_5,{'strategy': 'mean'},-28.30506147316559,-5.273577270663696,-0.01536831975031223,0.0
383,RandomForestRegressor(),dim_5_budget_10000_conf_5,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-9.970013132159158,-3.0640871250251847,0.651587969324469,0.6672999473092238
384,DummyRegressor(),dim_5_budget_10000_conf_540,{'strategy': 'mean'},-45.045063807829735,-6.574194293540846,-0.02620573543432476,1.1102230246251565e-16
385,RandomForestRegressor(),dim_5_budget_10000_conf_540,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-18.930301802604802,-4.17681409402192,0.5836136083604662,0.6208687103392059
386,DummyRegressor(),dim_5_budget_10000_conf_541,{'strategy': 'mean'},-34.23009294917686,-5.817206006332292,-0.007842097210749488,-4.4408920985006264e-17
387,RandomForestRegressor(),dim_5_budget_10000_conf_541,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.875394872615388,-3.496962475243317,0.6269984995445332,0.6416725765458315
388,DummyRegressor(),dim_5_budget_10000_conf_542,{'strategy': 'mean'},-37.18469815337037,-6.074652525821671,-0.001711119311546483,0.0
389,RandomForestRegressor(),dim_5_budget_10000_conf_542,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.082100873148574,-3.150119937912907,0.7195770419205957,0.7225218021064737
390,DummyRegressor(),dim_5_budget_10000_conf_543,{'strategy': 'mean'},-27.614113405021733,-5.241343715856713,-0.005288482962862284,-4.4408920985006264e-17
